afrikaans-afribooms-ud-2.10-220711 raw_text Tokens:99.78 Sentences:98.59 Words:99.78 UPOS:98.58 XPOS:95.46 UFeats:98.13 AllTags:95.33 Lemmas:97.43 UAS:90.10 LAS:87.23 CLAS:82.16 MLAS:78.64 BLEX:78.59
slovenian-sst-ud-2.10-220711 raw_text Tokens:99.85 Sentences:23.14 Words:99.85 UPOS:94.82 XPOS:92.71 UFeats:92.43 AllTags:89.84 Lemmas:97.38 UAS:65.69 LAS:60.84 CLAS:55.99 MLAS:50.88 BLEX:54.78
slovenian-sst-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.62 XPOS:93.09 UFeats:92.84 AllTags:90.89 Lemmas:97.56 UAS:78.39 LAS:73.07 CLAS:69.95 MLAS:63.39 BLEX:68.33
spanish-ancora-ud-2.10-220711 raw_text Tokens:99.97 Sentences:98.78 Words:99.95 UPOS:99.06 XPOS:96.02 UFeats:98.74 AllTags:95.59 Lemmas:99.37 UAS:93.70 LAS:91.79 CLAS:88.55 MLAS:86.41 BLEX:87.88
spanish-ancora-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.11 XPOS:96.07 UFeats:98.79 AllTags:95.63 Lemmas:99.42 UAS:93.88 LAS:91.97 CLAS:88.73 MLAS:86.59 BLEX:88.04
spanish-gsd-ud-2.10-220711 raw_text Tokens:99.92 Sentences:95.62 Words:99.75 UPOS:97.15 XPOS:99.75 UFeats:96.94 AllTags:95.27 Lemmas:98.72 UAS:91.87 LAS:89.57 CLAS:85.63 MLAS:78.63 BLEX:84.25
spanish-gsd-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.39 XPOS:100.00 UFeats:97.19 AllTags:95.53 Lemmas:98.97 UAS:92.66 LAS:90.32 CLAS:86.45 MLAS:79.43 BLEX:85.04
swedish-talbanken-ud-2.10-220711 raw_text Tokens:99.84 Sentences:96.53 Words:99.84 UPOS:98.44 XPOS:97.33 UFeats:97.32 AllTags:96.51 Lemmas:98.15 UAS:92.23 LAS:89.85 CLAS:87.97 MLAS:83.92 BLEX:85.97
swedish-talbanken-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.61 XPOS:97.52 UFeats:97.51 AllTags:96.72 Lemmas:98.32 UAS:92.68 LAS:90.30 CLAS:88.54 MLAS:84.48 BLEX:86.54
swedish-lines-ud-2.10-220711 raw_text Tokens:99.96 Sentences:88.00 Words:99.96 UPOS:97.66 XPOS:95.51 UFeats:90.84 AllTags:88.14 Lemmas:97.72 UAS:90.60 LAS:87.38 CLAS:84.62 MLAS:71.82 BLEX:82.17
swedish-lines-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:97.73 XPOS:95.52 UFeats:90.87 AllTags:88.15 Lemmas:97.76 UAS:91.44 LAS:88.19 CLAS:85.48 MLAS:72.50 BLEX:82.95
tamil-ttb-ud-2.10-220711 raw_text Tokens:99.16 Sentences:97.52 Words:94.26 UPOS:84.29 XPOS:83.18 UFeats:84.64 AllTags:78.22 Lemmas:89.45 UAS:70.43 LAS:61.88 CLAS:58.73 MLAS:50.61 BLEX:55.39
tamil-ttb-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:89.29 XPOS:87.78 UFeats:89.99 AllTags:82.70 Lemmas:94.42 UAS:78.13 LAS:68.78 CLAS:65.74 MLAS:56.87 BLEX:61.48
telugu-mtg-ud-2.10-220711 raw_text Tokens:99.58 Sentences:96.62 Words:99.58 UPOS:93.63 XPOS:93.63 UFeats:98.61 AllTags:93.49 Lemmas:99.58 UAS:90.72 LAS:84.63 CLAS:81.14 MLAS:77.14 BLEX:81.14
telugu-mtg-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:94.04 XPOS:94.04 UFeats:99.03 AllTags:93.90 Lemmas:100.00 UAS:91.68 LAS:85.58 CLAS:81.98 MLAS:77.98 BLEX:81.98
turkish-boun-ud-2.10-220711 raw_text Tokens:99.40 Sentences:86.93 Words:98.83 UPOS:91.56 XPOS:92.51 UFeats:91.72 AllTags:86.56 Lemmas:93.23 UAS:78.48 LAS:72.40 CLAS:70.27 MLAS:59.77 BLEX:65.11
turkish-boun-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:92.53 XPOS:93.47 UFeats:92.67 AllTags:87.31 Lemmas:94.26 UAS:81.07 LAS:74.73 CLAS:72.30 MLAS:61.33 BLEX:66.92
turkish-atis-ud-2.10-220711 raw_text Tokens:100.00 Sentences:80.20 Words:100.00 UPOS:98.96 XPOS:100.00 UFeats:98.46 AllTags:98.25 Lemmas:99.15 UAS:89.22 LAS:87.49 CLAS:86.78 MLAS:85.12 BLEX:86.08
turkish-atis-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:99.02 XPOS:100.00 UFeats:98.52 AllTags:98.32 Lemmas:99.13 UAS:91.11 LAS:89.30 CLAS:88.70 MLAS:86.98 BLEX:87.93
turkish-framenet-ud-2.10-220711 raw_text Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.86 XPOS:100.00 UFeats:94.89 AllTags:94.21 Lemmas:96.66 UAS:93.39 LAS:84.25 CLAS:81.02 MLAS:73.98 BLEX:77.64
turkish-framenet-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.86 XPOS:100.00 UFeats:94.89 AllTags:94.21 Lemmas:96.66 UAS:93.39 LAS:84.25 CLAS:81.02 MLAS:73.98 BLEX:77.64
turkish-imst-ud-2.10-220711 raw_text Tokens:99.92 Sentences:96.97 Words:98.30 UPOS:94.38 XPOS:93.98 UFeats:90.92 AllTags:88.60 Lemmas:94.54 UAS:74.73 LAS:69.04 CLAS:66.14 MLAS:58.25 BLEX:63.10
turkish-imst-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.94 XPOS:95.49 UFeats:92.40 AllTags:89.97 Lemmas:96.13 UAS:78.07 LAS:72.09 CLAS:68.54 MLAS:60.26 BLEX:65.33
turkish-kenet-ud-2.10-220711 raw_text Tokens:100.00 Sentences:98.12 Words:100.00 UPOS:93.71 XPOS:100.00 UFeats:92.05 AllTags:90.86 Lemmas:93.33 UAS:83.91 LAS:71.18 CLAS:70.47 MLAS:61.81 BLEX:64.77
turkish-kenet-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:93.72 XPOS:100.00 UFeats:92.06 AllTags:90.87 Lemmas:93.33 UAS:84.07 LAS:71.29 CLAS:70.60 MLAS:61.92 BLEX:64.89
turkish-penn-ud-2.10-220711 raw_text Tokens:99.34 Sentences:80.59 Words:99.34 UPOS:95.60 XPOS:99.34 UFeats:94.41 AllTags:93.33 Lemmas:94.36 UAS:84.22 LAS:71.67 CLAS:68.92 MLAS:62.21 BLEX:64.53
turkish-penn-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.30 XPOS:100.00 UFeats:95.11 AllTags:94.02 Lemmas:95.01 UAS:86.76 LAS:73.91 CLAS:70.54 MLAS:63.63 BLEX:66.02
turkish-tourism-ud-2.10-220711 raw_text Tokens:99.96 Sentences:99.86 Words:99.96 UPOS:98.80 XPOS:99.96 UFeats:95.08 AllTags:94.67 Lemmas:98.36 UAS:97.20 LAS:91.52 CLAS:89.00 MLAS:81.98 BLEX:87.38
turkish-tourism-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.85 XPOS:100.00 UFeats:95.12 AllTags:94.73 Lemmas:98.40 UAS:97.25 LAS:91.58 CLAS:89.07 MLAS:82.04 BLEX:87.45
turkish_german-sagt-ud-2.10-220711 raw_text Tokens:99.92 Sentences:99.44 Words:98.91 UPOS:90.21 XPOS:98.91 UFeats:80.32 AllTags:75.60 Lemmas:90.82 UAS:71.14 LAS:60.98 CLAS:56.02 MLAS:41.12 BLEX:51.00
turkish_german-sagt-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:91.09 XPOS:100.00 UFeats:80.89 AllTags:76.08 Lemmas:91.52 UAS:72.69 LAS:62.06 CLAS:56.88 MLAS:41.64 BLEX:51.71
ukrainian-iu-ud-2.10-220711 raw_text Tokens:99.85 Sentences:96.61 Words:99.81 UPOS:97.90 XPOS:94.35 UFeats:94.18 AllTags:93.12 Lemmas:97.34 UAS:90.61 LAS:88.27 CLAS:85.63 MLAS:78.92 BLEX:83.01
ukrainian-iu-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:98.08 XPOS:94.54 UFeats:94.34 AllTags:93.29 Lemmas:97.53 UAS:91.12 LAS:88.72 CLAS:86.01 MLAS:79.21 BLEX:83.36
urdu-udtb-ud-2.10-220711 raw_text Tokens:100.00 Sentences:98.31 Words:100.00 UPOS:93.91 XPOS:92.15 UFeats:82.83 AllTags:78.40 Lemmas:97.41 UAS:88.15 LAS:82.49 CLAS:76.96 MLAS:56.62 BLEX:74.68
urdu-udtb-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:93.93 XPOS:92.17 UFeats:82.86 AllTags:78.43 Lemmas:97.41 UAS:88.23 LAS:82.58 CLAS:77.07 MLAS:56.67 BLEX:74.77
uyghur-udt-ud-2.10-220711 raw_text Tokens:99.54 Sentences:81.81 Words:99.54 UPOS:89.33 XPOS:91.75 UFeats:88.12 AllTags:79.98 Lemmas:94.67 UAS:76.66 LAS:64.87 CLAS:58.89 MLAS:46.84 BLEX:55.29
uyghur-udt-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:89.71 XPOS:92.30 UFeats:88.59 AllTags:80.50 Lemmas:95.14 UAS:78.38 LAS:66.49 CLAS:60.22 MLAS:47.83 BLEX:56.56
vietnamese-vtb-ud-2.10-220711 raw_text Tokens:85.37 Sentences:93.46 Words:85.37 UPOS:78.21 XPOS:76.76 UFeats:85.12 AllTags:76.57 Lemmas:85.16 UAS:52.68 LAS:47.84 CLAS:44.45 MLAS:41.55 BLEX:44.29
vietnamese-vtb-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:90.36 XPOS:88.55 UFeats:99.72 AllTags:88.32 Lemmas:99.59 UAS:72.88 LAS:65.41 CLAS:62.99 MLAS:58.76 BLEX:62.51
welsh-ccg-ud-2.10-220711 raw_text Tokens:99.87 Sentences:97.37 Words:99.42 UPOS:95.33 XPOS:94.40 UFeats:89.82 AllTags:87.61 Lemmas:93.93 UAS:86.61 LAS:80.67 CLAS:75.50 MLAS:63.31 BLEX:69.02
welsh-ccg-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.84 XPOS:94.87 UFeats:90.31 AllTags:88.07 Lemmas:94.44 UAS:87.85 LAS:81.83 CLAS:76.80 MLAS:64.36 BLEX:70.21
western_armenian-armtdp-ud-2.10-220711 raw_text Tokens:99.98 Sentences:98.68 Words:99.89 UPOS:96.82 XPOS:99.89 UFeats:92.51 AllTags:91.83 Lemmas:97.14 UAS:89.39 LAS:84.66 CLAS:79.12 MLAS:69.84 BLEX:76.01
western_armenian-armtdp-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:96.90 XPOS:100.00 UFeats:92.60 AllTags:91.93 Lemmas:97.22 UAS:89.64 LAS:84.89 CLAS:79.36 MLAS:70.07 BLEX:76.23
wolof-wtb-ud-2.10-220711 raw_text Tokens:99.96 Sentences:91.95 Words:99.23 UPOS:94.20 XPOS:94.15 UFeats:93.50 AllTags:91.41 Lemmas:95.20 UAS:84.15 LAS:78.69 CLAS:73.47 MLAS:66.75 BLEX:70.23
wolof-wtb-ud-2.10-220711 gold_tok Tokens:100.00 Sentences:100.00 Words:100.00 UPOS:95.17 XPOS:95.07 UFeats:94.32 AllTags:92.31 Lemmas:95.96 UAS:86.27 LAS:80.75 CLAS:75.45 MLAS:68.70 BLEX:72.06
